,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
10,1510,11,16,shelter Todd and go for help.,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : shelter Todd and go for help .,12.676823,-3.8952584,6.065574,7.008515,9.784719,0.31094,5.835242,0.86702204,3.1957035,10.066209,"[12.676822662353516, -3.8952584266662598, 6.0655741691589355, 7.008514881134033, 9.784719467163086, 0.3109399974346161, 5.835241794586182, 0.8670220375061035, 3.1957035064697266, 10.066208839416504]",16.895159,4.2644696,5,"[12.603426  -3.9034681  6.428047   7.427747   9.484195   1.0465257
  6.233142   0.8722348  3.4041314  9.780799 ]",1.1078134647675395,Try to help Todd remove his arm.
11,1511,12,16,leave Todd with all the supplies and leave him to go get help,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : leave Todd with all the supplies and leave to go get help,12.541424,-3.933782,6.2392874,7.317441,9.729854,0.15090549,5.33104,0.7452151,3.0095022,10.138002,"[12.541423797607422, -3.9337821006774902, 6.239287376403809, 7.317440986633301, 9.729853630065918, 0.15090548992156982, 5.331039905548096, 0.745215117931366, 3.0095021724700928, 10.138002395629883]",17.68932,4.134446,4,"[12.593647   -3.7740304   6.1005154   7.212216   10.0513735  -0.4116063
  4.929272    0.78294903  3.0422685  10.161323  ]",0.8017674278185798,Leave him and get help.
12,1512,13,16,"Find some branches to build a shelter for shade, get him water then a large stick to help pry the crevice open.",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Find some branches to build a shelter for shade , get water then a large stick to help pry the crevice open .",12.459588,-3.6752703,6.9187794,8.064851,9.326564,1.729118,6.6243424,0.9652165,3.721052,9.289105,"[12.459588050842285, -3.6752703189849854, 6.918779373168945, 8.064850807189941, 9.326563835144043, 1.7291179895401, 6.624342441558838, 0.9652165174484253, 3.7210519313812256, 9.289105415344238]",16.087765,1.7694794,5,"[12.603426  -3.9034681  6.428047   7.427747   9.484195   1.0465257
  6.233142   0.8722348  3.4041314  9.780799 ]",1.3092545648796485,Try to help Todd remove his arm.
13,1513,14,16,look on nearby trails to try and find other people who could go get help,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : look on nearby trails to try and find other people who go get help,12.006921,-3.8642762,7.449991,9.092122,9.136803,2.2389345,5.2214675,0.41790625,3.9455943,10.071125,"[12.00692081451416, -3.864276170730591, 7.449991226196289, 9.092122077941895, 9.136802673339844, 2.2389345169067383, 5.2214674949646, 0.417906254529953, 3.945594310760498, 10.071125030517578]",18.607393,0.56241024,0,"[12.164882  -3.7678187  7.1503067  8.756685   9.13387    1.7381575
  5.5878057  0.8164144  3.8933697  9.622965 ]",0.9919465691612307,rest to save energy and try later
14,1514,15,16,Leave Todd with fod and water and cover him from the sun then go for help,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Leave Todd with fod and water and cover from the sun then go for help,12.149386,-3.8312786,7.0327597,8.667601,9.259615,1.3196514,5.1419277,0.65740085,3.525147,9.859014,"[12.149386405944824, -3.8312785625457764, 7.032759666442871, 8.667600631713867, 9.259614944458008, 1.3196513652801514, 5.141927719116211, 0.6574008464813232, 3.525146961212158, 9.859013557434082]",18.52299,1.8108014,0,"[12.164882  -3.7678187  7.1503067  8.756685   9.13387    1.7381575
  5.5878057  0.8164144  3.8933697  9.622965 ]",0.7952227837916063,rest to save energy and try later
15,1515,16,16,"I would leave Todd and walk over to where I get better reception. After I call 911, I would return to where Todd is.",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : leave Todd and walk over to where get better reception . After call 911 , return to where Todd is .",11.657893,-4.382481,7.763636,9.795275,8.927361,1.5857152,3.8077085,0.55077374,3.7523956,10.488289,"[11.657893180847168, -4.382481098175049, 7.763636112213135, 9.79527473449707, 8.927360534667969, 1.5857151746749878, 3.807708501815796, 0.5507737398147583, 3.7523956298828125, 10.488288879394531]",20.578693,0.15713386,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.39509372515226343,"I find water for Todd, shelter him from the sun and get help or find a signal"
16,1516,17,16,walk until i have service,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : walk until i have service,11.676379,-4.4306154,8.003019,10.355514,9.048031,1.0644875,3.5842748,0.6105793,3.7364755,10.211096,"[11.676379203796387, -4.430615425109863, 8.003019332885742, 10.355513572692871, 9.048030853271484, 1.0644874572753906, 3.5842747688293457, 0.6105793118476868, 3.7364754676818848, 10.211095809936523]",21.197596,1.1936748,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.6590903452685896,"I find water for Todd, shelter him from the sun and get help or find a signal"
17,1517,18,16,leave him with as much supplies as possible and seek help.,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : leave with as much supplies as possible and seek help .,12.381651,-3.9495695,6.6703486,8.037794,9.419513,0.76609546,5.300537,0.71757317,3.3910818,9.932288,"[12.381650924682617, -3.9495694637298584, 6.670348644256592, 8.03779411315918, 9.419512748718262, 0.7660954594612122, 5.300537109375, 0.7175731658935547, 3.3910818099975586, 9.93228816986084]",17.910488,2.6903765,1,"[12.318512   -4.0672317   6.628595    7.923466    9.525021    0.87027323
  4.9588976   0.5575094   3.5353289  10.448131  ]",0.6956066982327304,mark the location and leave 
18,1518,19,16,"Find something with which to cover Todd to protect him from sun exposure and the elements, give him whatever rations and water I can spare him of my own supply and then leave to find help, leaving trail markers along the way to find my way back.",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Find something with which to cover Todd to protect from sun exposure and the elements , give whatever rations and water can spare of own supply and then leave to find help , leaving trail markers along the way to find way back .",12.234974,-3.741662,6.788378,8.326152,9.370443,1.1109672,5.3524704,0.9848745,3.8596754,9.772481,"[12.234973907470703, -3.74166202545166, 6.78837776184082, 8.326151847839355, 9.370443344116211, 1.1109671592712402, 5.352470397949219, 0.9848744869232178, 3.859675407409668, 9.772480964660645]",18.040083,2.1725523,0,"[12.164882  -3.7678187  7.1503067  8.756685   9.13387    1.7381575
  5.5878057  0.8164144  3.8933697  9.622965 ]",0.9373020744118182,rest to save energy and try later
19,1519,20,16,I try to stay calm and keep Todd calm. If I'm positive I can't help him myself I would move around to try to get service. ,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : try to stay calm and keep Todd calm . If 'm positive ca n't help move around to try to get service .,11.697604,-4.2000628,7.91162,10.097689,8.982122,1.755495,4.1640882,0.5870934,3.784921,10.125625,"[11.697604179382324, -4.2000627517700195, 7.911620140075684, 10.097688674926758, 8.982122421264648, 1.7554949522018433, 4.164088249206543, 0.5870934128761292, 3.7849209308624268, 10.125624656677246]",20.260525,0.66433,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.5652331511725238,"I find water for Todd, shelter him from the sun and get help or find a signal"
20,1520,21,16,I have inform for everyone about the issue,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : have inform for everyone about the issue,11.948131,-3.8257654,7.526835,9.235245,9.103596,2.2907581,5.1990905,0.46135226,3.9515922,9.975348,"[11.94813060760498, -3.825765371322632, 7.526834964752197, 9.235244750976562, 9.103595733642578, 2.2907581329345703, 5.199090480804443, 0.46135225892066956, 3.951592206954956, 9.975348472595215]",18.486525,0.4144091,0,"[12.164882  -3.7678187  7.1503067  8.756685   9.13387    1.7381575
  5.5878057  0.8164144  3.8933697  9.622965 ]",1.0640245927263428,rest to save energy and try later
21,1521,22,16,Start walking until you have service or have reached someone who can get help. ,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Start walking until have service or have reached someone who can get help .,11.831642,-4.1366286,7.7874675,9.897407,9.083794,1.4692782,4.283138,0.5815102,3.8117223,10.001806,"[11.831642150878906, -4.1366286277771, 7.7874674797058105, 9.897406578063965, 9.083793640136719, 1.4692782163619995, 4.283137798309326, 0.5815101861953735, 3.8117222785949707, 10.001806259155273]",19.83159,1.0577887,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.7941333821131176,"I find water for Todd, shelter him from the sun and get help or find a signal"
22,1522,23,16,"I find water for Todd, shelter him from the sun and get help or find a signal",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : find water for Todd , shelter from the sun and get help or find a signal",11.662428,-4.595434,7.8300204,10.1077385,8.978844,1.534083,4.013387,0.77633935,3.801188,10.395487,"[11.66242790222168, -4.595434188842773, 7.830020427703857, 10.107738494873047, 8.978843688964844, 1.5340830087661743, 4.013387203216553, 0.7763393521308899, 3.8011879920959473, 10.395486831665039]",20.610622,0.59197044,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.27049225089250295,"I find water for Todd, shelter him from the sun and get help or find a signal"
23,1523,24,16,might wait until dusk to climb higher and get cell service,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : might wait until dusk to climb higher and get cell service,11.573361,-4.290125,7.9843016,10.294086,8.966507,1.7451742,4.0232234,0.6388023,3.6755514,10.219504,"[11.57336139678955, -4.290124893188477, 7.984301567077637, 10.294086456298828, 8.966506958007812, 1.7451741695404053, 4.023223400115967, 0.6388022899627686, 3.675551414489746, 10.219504356384277]",20.727953,0.56714064,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.433389798530083,"I find water for Todd, shelter him from the sun and get help or find a signal"
24,1524,25,16,"I'd leave my water with Todd and go for help, all the while checking to see if I now have a cell signal.",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : 'd leave water with Todd and go for help , all the while checking to see if now have a cell signal .",11.635258,-4.362577,8.007597,10.414233,9.003435,1.5324098,3.9097214,0.69063896,3.727943,10.160383,"[11.635257720947266, -4.362576961517334, 8.007596969604492, 10.414233207702637, 9.003435134887695, 1.5324097871780396, 3.9097213745117188, 0.6906389594078064, 3.727942943572998, 10.160383224487305]",20.894302,0.7661692,3,"[11.617309  -4.480403   7.897849  10.130671   8.965708   1.5609821
  3.8430648  0.6337025  3.7600954 10.424328 ]",0.43276165217864904,"I find water for Todd, shelter him from the sun and get help or find a signal"
