,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
10,810,11,9,call 911.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 .,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.108295,7.734157,9.701854,-6.761808,-1.3098567,9.552386,1.3984419,7.953544,1.1308569,6.7400546,"[17.108295440673828, 7.734157085418701, 9.70185375213623, -6.761807918548584, -1.309856653213501, 9.552386283874512, 1.3984419107437134, 7.9535441398620605, 1.1308568716049194, 6.740054607391357]",0.22898407619311786,25.913744,-10.955974,Call 911 . may be ill
11,811,12,9,call 9-1-1 and give them the person's license plate number,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 9-1-1 and give the person 's license plate number,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.072586,7.836744,9.777394,-6.7719407,-1.2181126,9.468403,1.4949594,7.83013,1.093186,6.8384376,"[17.072586059570312, 7.8367438316345215, 9.77739429473877, -6.7719407081604, -1.218112587928772, 9.468402862548828, 1.4949593544006348, 7.830130100250244, 1.0931860208511353, 6.838437557220459]",0.1647691103322702,26.039307,-10.879605,Call 911 . may be ill
12,812,13,9,"Honk my horn, they may just be sleepy.",decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,"is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Honk horn , may just be sleepy .",3,"[12.4365425   2.8864834   3.8826127   1.4222542   0.393376   -0.40375018
  7.6960454   5.096267    4.5797157  11.334831  ]",12.330949,2.8625402,3.911217,1.1958737,0.46021748,-0.3663213,7.500268,5.419894,4.403369,11.285206,"[12.330948829650879, 2.8625402450561523, 3.911216974258423, 1.195873737335205, 0.4602174758911133, -0.36632129549980164, 7.50026798248291, 5.419894218444824, 4.403368949890137, 11.285205841064453]",0.49626849823484953,11.40102,-5.93356,honk at a lot to see if drive better
13,813,14,9,call 911,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.165447,7.748686,9.735501,-6.8009167,-1.3481314,9.579374,1.416234,7.9577656,1.0749745,6.6792974,"[17.165447235107422, 7.748685836791992, 9.735501289367676, -6.80091667175293, -1.3481314182281494, 9.579374313354492, 1.416234016418457, 7.957765579223633, 1.074974536895752, 6.67929744720459]",0.27900371683535746,25.913874,-10.977086,Call 911 . may be ill
14,814,15,9,Call 911 and keep following from a safe distance,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and keep following from a safe distance,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.083918,7.94318,9.78909,-6.7338457,-1.1891698,9.10172,1.5187463,7.8195357,1.0959,6.7750645,"[17.08391761779785, 7.943180084228516, 9.789090156555176, -6.7338457107543945, -1.1891697645187378, 9.101719856262207, 1.518746256828308, 7.819535732269287, 1.095900058746338, 6.775064468383789]",0.3347785260462129,26.389746,-10.423769,Call 911 . may be ill
15,815,16,9,"I would honk and try to remember to license plate number. I would take another street to drive home, and call the police if I remember the license plate number by the time I get home.",decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,"is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : honk and try to remember to license plate number . take another street to drive home , and call the police if remember the license plate number by the time get home .",10,"[14.156923    2.0611436   3.7006345   4.039133    2.070494    0.32093298
 11.370153    3.7691054   5.6237597  11.503876  ]",14.001068,2.3044024,3.642195,3.851467,1.9232192,0.3225205,11.044426,3.7803202,5.5745444,11.300047,"[14.001068115234375, 2.3044023513793945, 3.642194986343384, 3.8514668941497803, 1.9232192039489746, 0.32252049446105957, 11.044425964355469, 3.780320167541504, 5.574544429779053, 11.300046920776367]",0.5422031508754683,9.650938,-3.442912,take a picture of the license plate
16,816,17,9,call police and give his license plate,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call police and give license plate,4,"[15.667484    7.5085936   9.216921   -2.8607492  -1.1668122   3.273972
  2.4336681   1.3177755   4.9697967   0.86105394]",15.805101,7.6590486,9.333772,-2.8379297,-1.0413641,3.2949846,2.63742,1.2853812,5.1504903,1.069037,"[15.80510139465332, 7.659048557281494, 9.333771705627441, -2.8379297256469727, -1.041364073753357, 3.2949845790863037, 2.6374199390411377, 1.2853811979293823, 5.1504902839660645, 1.0690369606018066]",0.43634858973924684,31.731274,2.134064,Call the police
17,817,18,9,give the car plenty of space and call 911,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : give the car plenty of space and call 911,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.041206,7.9817953,9.818185,-6.742544,-1.1183186,9.023745,1.5746112,7.729773,1.0636568,6.832432,"[17.04120635986328, 7.981795310974121, 9.818184852600098, -6.742544174194336, -1.1183185577392578, 9.023744583129883, 1.5746111869812012, 7.729773044586182, 1.0636568069458008, 6.832431793212891]",0.48029776333425633,26.296724,-10.472438,Call 911 . may be ill
18,818,19,9,Call 911 to report the driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 to report the driver .,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.020258,7.8664618,9.499654,-6.503691,-1.1132702,8.835665,1.6424365,7.540555,1.2221414,6.6375427,"[17.0202579498291, 7.866461753845215, 9.499653816223145, -6.50369119644165, -1.1132701635360718, 8.835664749145508, 1.6424365043640137, 7.540555000305176, 1.2221413850784302, 6.637542724609375]",0.7712755517666998,26.24404,-9.957726,Call 911 . may be ill
19,819,20,9,I would slow down and call 911 to let the police know. ,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : slow down and call 911 to let the police know .,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.16302,7.9649115,9.507381,-6.612805,-1.1299747,8.809558,1.4948642,7.772884,1.3763822,6.842385,"[17.16301918029785, 7.964911460876465, 9.507381439208984, -6.612804889678955, -1.1299747228622437, 8.809557914733887, 1.4948642253875732, 7.772883892059326, 1.3763822317123413, 6.8423848152160645]",0.7165313313740832,26.5525,-9.985684,Call 911 . may be ill
20,820,21,9,I had said that stop the car and I will have ride the car,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : had said that stop the car and will have ride the car,6,"[14.074867    1.6072888   3.7521462   5.1669736   1.555883    0.12477386
 12.390921    3.4452157   6.2123637  10.562553  ]",14.32698,1.3773483,3.9193254,5.074266,1.4359611,0.3281514,12.248031,3.4275558,6.367565,10.428066,"[14.326979637145996, 1.3773483037948608, 3.919325351715088, 5.074265956878662, 1.435961127281189, 0.3281514048576355, 12.248030662536621, 3.427555799484253, 6.367565155029297, 10.42806625366211]",0.5211758391522977,6.1799726,-2.4335344,will drive the car
21,821,22,9,See how long they continue the behavior. Are they just preoccupied or something more? If they continued I would call 911 and tell them something was wrong with the driver. But not mention intoxicated because it could be a medical emergency. ,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : See how long continue the behavior . Are just preoccupied or something more ? If continued call 911 and tell something was wrong with the driver . But not mention intoxicated because be a medical emergency .,8,"[16.117302   7.9312224  9.735391  -3.0142817 -0.7142404  3.6596508
  2.912489   1.637502   5.460064   1.8037467]",16.221016,8.0356865,9.797456,-3.103879,-0.584129,3.6888754,2.96481,1.6822153,5.50819,1.7694207,"[16.22101593017578, 8.035686492919922, 9.797455787658691, -3.103878974914551, -0.5841289758682251, 3.688875436782837, 2.9648098945617676, 1.6822153329849243, 5.508190155029297, 1.7694207429885864]",0.2440559372268118,31.320673,3.174798,call the police on cellphone to report the car .
22,822,23,9,Call the police,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police,4,"[15.667484    7.5085936   9.216921   -2.8607492  -1.1668122   3.273972
  2.4336681   1.3177755   4.9697967   0.86105394]",15.595927,7.4324827,9.164003,-2.8458936,-1.2611083,3.2274797,2.43322,1.3606142,4.9463973,0.8465037,"[15.595927238464355, 7.432482719421387, 9.164003372192383, -2.845893621444702, -1.2611082792282104, 3.2274796962738037, 2.4332199096679688, 1.3606141805648804, 4.946397304534912, 0.8465036749839783]",0.16607861393776643,31.74924,1.7508953,Call the police
23,823,24,9,slow down to get away from the driver,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : slow down to get away from the driver,11,"[14.104674    1.9976183   3.674066    5.1123023   2.2384448  -0.14234674
 12.616403    3.4457238   5.766915   11.263641  ]",14.1243305,2.0583107,3.5894454,5.228922,2.2323937,-0.26300105,12.628984,3.2877166,5.8057375,11.153213,"[14.124330520629883, 2.0583107471466064, 3.5894453525543213, 5.228921890258789, 2.232393741607666, -0.26300105452537537, 12.628984451293945, 3.2877166271209717, 5.805737495422363, 11.153212547302246]",0.2797339617201164,7.366941,-1.741169,Slow down and stay away from the car
24,824,25,9,"I would find a place to stop for half an hour, else I would turn down a different road and take the alternate route.",decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,"is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : find a place to stop for half an hour , else turn down a different road and take the alternate route .",15,"[14.015566    1.8416286   3.4260314   4.9210396   1.8595667   0.21457696
 12.315545    3.4409783   6.2813005  11.025032  ]",13.933181,1.8556197,3.3672576,4.979205,1.8822491,0.24407925,12.527106,3.474132,6.3777347,11.093396,"[13.933180809020996, 1.8556196689605713, 3.367257595062256, 4.979205131530762, 1.882249116897583, 0.24407924711704254, 12.527106285095215, 3.4741320610046387, 6.377734661102295, 11.093396186828613]",0.2739270400907993,7.4348526,-2.5277603,wait for a turn and take another road home
25,825,26,9,"Stay back and wish him the best, maybe call 911 if it really gets bad.",decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,"is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Stay back and wish the best , maybe call 911 if really gets bad .",16,"[14.631011    1.8076353   4.0176196   4.4685445   2.1411557   0.22799373
 11.880976    3.4110208   5.799213   11.272725  ]",14.760832,1.8823171,4.049104,4.3339324,2.3356342,0.37772042,11.960726,3.4292223,5.8332896,11.517608,"[14.760831832885742, 1.882317066192627, 4.0491042137146, 4.333932399749756, 2.335634231567383, 0.3777204155921936, 11.960725784301758, 3.429222345352173, 5.833289623260498, 11.517607688903809]",0.4118282995069831,9.080367,-2.1338706,try to get the car to pull over so check that the driver was n't having a medical emergency .
26,826,27,9,I would call the cops.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call the cops .,1,"[16.26334     8.108224    9.904226   -2.5883393  -0.39943415  3.6978698
  3.5777926   1.5607843   5.7174253   2.7514658 ]",16.28381,8.168913,9.961348,-2.552092,-0.34146494,3.6724043,3.6856627,1.521078,5.7878284,2.8903768,"[16.283809661865234, 8.168912887573242, 9.961347579956055, -2.5520920753479004, -0.34146493673324585, 3.6724042892456055, 3.6856627464294434, 1.5210779905319214, 5.78782844543457, 2.8903768062591553]",0.22394910301842166,29.642477,4.068739,call the police .
27,827,28,9,move away or stay far behind the driver,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : move away or stay far behind the driver,11,"[14.104674    1.9976183   3.674066    5.1123023   2.2384448  -0.14234674
 12.616403    3.4457238   5.766915   11.263641  ]",13.882377,1.9718503,3.7225258,5.2131906,2.1250563,-0.19306831,12.761313,3.5830514,5.695515,11.199812,"[13.882376670837402, 1.9718502759933472, 3.7225258350372314, 5.21319055557251, 2.125056266784668, -0.19306831061840057, 12.761313438415527, 3.5830514430999756, 5.695515155792236, 11.199811935424805]",0.3564643260973808,7.4354014,-1.4701762,Slow down and stay away from the car
28,828,29,9,call 911 to let them know,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 to let know,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.040798,7.7942705,9.866362,-6.885435,-1.2383523,9.510656,1.5155559,7.8584285,1.0406812,6.7407846,"[17.04079818725586, 7.7942705154418945, 9.866361618041992, -6.885435104370117, -1.2383522987365723, 9.510656356811523, 1.5155558586120605, 7.858428478240967, 1.04068124294281, 6.740784645080566]",0.26628834072988095,26.033184,-10.850993,Call 911 . may be ill
29,829,30,9,I pull up to the driver and get his attention. Ask him to pull over and offer him a ride home if he parks his car.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : pull up to the driver and get attention . Ask to pull over and offer a ride home if parks car .,16,"[14.631011    1.8076353   4.0176196   4.4685445   2.1411557   0.22799373
 11.880976    3.4110208   5.799213   11.272725  ]",14.776935,1.9035965,3.7977982,4.3086777,2.3008637,0.26226893,11.692828,3.168912,5.984042,11.460481,"[14.776934623718262, 1.9035965204238892, 3.7977981567382812, 4.308677673339844, 2.300863742828369, 0.26226893067359924, 11.692828178405762, 3.168911933898926, 5.984042167663574, 11.460480690002441]",0.5426718640724366,8.902236,-2.622854,try to get the car to pull over so check that the driver was n't having a medical emergency .
30,830,31,9,Call the police and follow behind slowly,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and follow behind slowly,1,"[16.26334     8.108224    9.904226   -2.5883393  -0.39943415  3.6978698
  3.5777926   1.5607843   5.7174253   2.7514658 ]",16.376934,8.293726,10.011895,-2.4915154,-0.27139628,3.5378902,3.7850592,1.3790556,5.8081284,2.6643777,"[16.376934051513672, 8.293725967407227, 10.011895179748535, -2.4915153980255127, -0.271396279335022, 3.5378901958465576, 3.7850592136383057, 1.3790556192398071, 5.808128356933594, 2.6643776893615723]",0.44951682657138,29.669682,4.458803,call the police .
31,831,32,9,call 911,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911,2,"[17.092312   7.823404   9.704679  -6.7621865 -1.2605205  9.381422
  1.4758549  7.87303    1.1247683  6.745528 ]",17.07453,7.75998,9.770104,-6.8168125,-1.3315728,9.624753,1.4655005,7.9387236,1.1076992,6.7599587,"[17.07452964782715, 7.759980201721191, 9.77010440826416, -6.816812515258789, -1.3315727710723877, 9.62475299835205, 1.4655004739761353, 7.938723564147949, 1.1076991558074951, 6.759958744049072]",0.2842254748924876,25.893171,-10.963762,Call 911 . may be ill
