,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
10,2660,138,12,He could ask the TSA to confiscate it for him.,pg,1.0,78.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : ask the TSA to confiscate for .,3.0172186,2.0356374,-0.2760438,2.0028856,2.7604022,4.9173503,5.997776,5.35438,5.4638367,2.891712,"[3.017218589782715, 2.035637378692627, -0.2760438024997711, 2.002885580062866, 2.760402202606201, 4.9173502922058105, 5.997776031494141, 5.354380130767822, 5.463836669921875, 2.891711950302124]",3.0933392,6.4236584,1,"[ 2.8905883  2.031518  -0.3139243  1.8935539  2.5305128  4.678917
  6.04678    5.36881    5.520456   2.770543 ]",,let the security know before they search him
11,2661,141,12,Carl could notify security of his profession and explain why he has the knife,pg,1.0,63.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : notify security of profession and explain why has the knife,2.2791166,2.3505754,-1.5522606,2.422489,3.334308,4.998908,5.4228153,5.2255163,6.50396,2.6529565,"[2.279116630554199, 2.3505754470825195, -1.5522606372833252, 2.4224889278411865, 3.334307909011841, 4.998908042907715, 5.422815322875977, 5.225516319274902, 6.503960132598877, 2.652956485748291]",4.300248,4.3744407,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
12,2662,144,12,Let security know,pg,1.0,100.0,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Let security know,2.5708253,2.6865485,-1.4791384,2.956171,3.8210418,5.0889697,5.379638,5.2222147,6.4927244,3.048988,"[2.5708253383636475, 2.6865484714508057, -1.4791383743286133, 2.9561710357666016, 3.8210418224334717, 5.088969707489014, 5.379638195037842, 5.222214698791504, 6.492724418640137, 3.048988103866577]",3.9122655,3.6544294,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
13,2663,147,12,Explain to Airport authorities,pg,1.0,86.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Explain to Airport authorities,2.3685184,2.392686,-1.1306068,2.1652327,2.8759224,4.6995254,5.6720843,5.2808633,6.1989374,2.5594723,"[2.368518352508545, 2.392685890197754, -1.130606770515442, 2.1652326583862305, 2.875922441482544, 4.699525356292725, 5.672084331512451, 5.280863285064697, 6.19893741607666, 2.5594723224639893]",3.5062184,5.2226634,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
14,2664,148,12,Inform security,pg,1.0,80.0,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Inform security,2.4814157,2.5895367,-1.3155218,2.8121574,3.5498383,5.084511,5.4518824,5.2188463,6.4463954,2.879145,"[2.4814157485961914, 2.589536666870117, -1.3155218362808228, 2.812157392501831, 3.5498383045196533, 5.084510803222656, 5.451882362365723, 5.218846321105957, 6.446395397186279, 2.8791449069976807]",3.8244326,4.0816813,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
15,2665,159,12,Explain situation,pg,1.0,70.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Explain situation,2.3548994,2.466789,-0.973878,2.1268802,2.8003573,4.6207023,5.806078,5.4449854,6.04995,2.536024,"[2.3548994064331055, 2.4667890071868896, -0.973878026008606, 2.126880168914795, 2.8003573417663574, 4.620702266693115, 5.80607795715332, 5.444985389709473, 6.049950122833252, 2.5360240936279297]",3.334623,5.5004325,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
16,2666,160,12,Explain to TSA he's a chef.,pg,1.0,87.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Explain to TSA 's a chef .,2.33014,2.5696154,-1.0892328,2.2907794,3.0906162,4.7688503,5.697134,5.440732,6.1397166,2.603625,"[2.3301401138305664, 2.569615364074707, -1.0892328023910522, 2.2907793521881104, 3.090616226196289, 4.768850326538086, 5.697134017944336, 5.440732002258301, 6.139716625213623, 2.6036250591278076]",3.29292,5.08043,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
17,2667,163,12,Declare the knife.,pg,1.0,81.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Declare the knife .,2.6798632,2.1136193,-0.7964134,2.012452,2.7342384,4.8023033,5.7666078,5.157396,5.9277797,2.6604168,"[2.679863214492798, 2.113619327545166, -0.7964134216308594, 2.0124518871307373, 2.734238386154175, 4.802303314208984, 5.766607761383057, 5.157395839691162, 5.927779674530029, 2.660416841506958]",4.05413,5.4757547,1,"[ 2.7011576   2.227675   -0.74450886  1.8591061   2.368858    4.45659
  5.8342266   5.122835    5.870867    2.5526052 ]",,let the security know before they search him
18,2668,164,12,Tell the truth to security.,pg,1.0,76.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Tell the truth to security .,2.654934,2.6709802,-1.3559554,2.865731,3.9464846,5.2011347,5.34589,5.3275495,6.2895594,3.0567572,"[2.6549339294433594, 2.670980215072632, -1.3559553623199463, 2.8657310009002686, 3.9464845657348633, 5.20113468170166, 5.345890045166016, 5.327549457550049, 6.289559364318848, 3.0567572116851807]",3.6394246,3.5199022,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
19,2669,165,12,tell security,pg,1.0,50.0,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : tell security,2.694881,2.689873,-1.4955128,2.8893745,3.9403636,5.1397414,5.245992,5.2176385,6.388643,3.0857966,"[2.694880962371826, 2.689872980117798, -1.495512843132019, 2.8893744945526123, 3.940363645553589, 5.13974142074585, 5.245992183685303, 5.2176384925842285, 6.38864278793335, 3.085796594619751]",3.790025,3.3925662,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
20,2670,167,12,let them know about the mix up,pg,1.0,96.0,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : let know about the mix up,3.0244715,3.0885801,-0.43945312,2.4807696,3.4307444,4.8078537,5.7888894,5.6214275,5.4263754,3.0736365,"[3.0244715213775635, 3.0885801315307617, -0.439453125, 2.480769634246826, 3.4307444095611572, 4.807853698730469, 5.788889408111572, 5.621427536010742, 5.426375389099121, 3.073636531829834]",1.94318,5.414831,-1,"[ 3.1508014  3.0711677 -0.3701803  2.630331   3.4892614  4.5788794
  5.861101   5.7031965  5.417794   3.329686 ]",,let them know about the mix up
21,2671,169,12,tell security about the knife,pg,1.0,96.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : tell security about the knife,2.5503533,2.4857605,-1.5965179,2.8025444,3.8178866,5.1824617,5.2711787,5.17592,6.5214753,2.9835815,"[2.5503532886505127, 2.485760450363159, -1.5965179204940796, 2.802544355392456, 3.8178865909576416, 5.182461738586426, 5.271178722381592, 5.175920009613037, 6.521475315093994, 2.98358154296875]",4.1760364,3.870181,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
22,2672,172,12,Carl could immediately tell the officers.,pg,1.0,96.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : immediately tell the officers .,2.8231256,2.7694392,-1.2064122,2.89819,3.7868195,5.2254286,5.403875,5.1918774,6.1583447,3.1058939,"[2.8231256008148193, 2.769439220428467, -1.2064121961593628, 2.8981900215148926, 3.7868194580078125, 5.225428581237793, 5.40387487411499, 5.191877365112305, 6.158344745635986, 3.105893850326538]",3.2777207,3.7592034,1,"[ 2.9182034  2.8744428 -1.2976378  2.9497654  3.95611    4.985858
  5.3400335  5.2579894  6.17191    3.2907588]",,let the security know before they search him
23,2673,176,12,tell security,pg,1.0,93.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : tell security,2.6591578,2.6682372,-1.5156006,2.9099276,3.9482632,5.1739655,5.264656,5.2149897,6.419332,3.0838397,"[2.6591577529907227, 2.6682372093200684, -1.515600562095642, 2.9099276065826416, 3.948263168334961, 5.1739654541015625, 5.264656066894531, 5.21498966217041, 6.419332027435303, 3.0838396549224854]",3.8826773,3.4737906,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
24,2674,178,12,Immediately tell the TSA agent before they find it accidentally,pg,1.0,95.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Immediately tell the TSA agent before find accidentally,2.7279716,2.624433,-1.3875282,2.8083878,3.6406376,5.030276,5.3604813,5.1171646,6.3462386,3.0799158,"[2.7279715538024902, 2.6244330406188965, -1.3875281810760498, 2.8083877563476562, 3.6406376361846924, 5.030275821685791, 5.360481262207031, 5.117164611816406, 6.346238613128662, 3.079915761947632]",3.5009768,3.772817,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
25,2675,180,12,Tell security.,pg,1.0,93.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Tell security .,2.6388383,2.6768465,-1.3449066,2.8954322,3.8678095,5.2299123,5.364889,5.263755,6.322658,3.0313463,"[2.638838291168213, 2.676846504211426, -1.3449065685272217, 2.895432233810425, 3.867809534072876, 5.229912281036377, 5.364889144897461, 5.263754844665527, 6.322658061981201, 3.031346321105957]",3.7935555,3.6159844,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
26,2676,182,12,Carl can ask the airline if he can bring the knife.,pg,1.0,65.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : can ask the airline if can bring the knife .,2.6942635,2.1459966,-0.7889676,1.801613,2.3630157,4.5063477,5.7379727,4.993544,5.9328423,2.5196607,"[2.694263458251953, 2.145996570587158, -0.7889676094055176, 1.8016129732131958, 2.363015651702881, 4.50634765625, 5.737972736358643, 4.993544101715088, 5.932842254638672, 2.519660711288452]",3.9636114,5.994484,1,"[ 2.7011576   2.227675   -0.74450886  1.8591061   2.368858    4.45659
  5.8342266   5.122835    5.870867    2.5526052 ]",,let the security know before they search him
27,2677,184,12,Admit to security that he has the knife in his posession.,pg,1.0,91.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Admit to security that has the knife in posession .,2.6341176,2.1235693,-1.1318223,2.204188,3.0364432,4.889813,5.594824,5.1259665,6.163928,2.770853,"[2.634117603302002, 2.1235692501068115, -1.1318223476409912, 2.204188108444214, 3.0364432334899902, 4.88981294631958, 5.594823837280273, 5.125966548919678, 6.163928031921387, 2.770853042602539]",3.7871404,4.9731674,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
28,2678,186,12,Explain the situation to security.,pg,1.0,90.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Explain the situation to security .,2.2242084,2.299376,-1.3748711,2.2059028,2.9925287,4.8036337,5.5813365,5.2530975,6.4132795,2.5246072,"[2.224208354949951, 2.2993760108947754, -1.3748711347579956, 2.2059028148651123, 2.9925286769866943, 4.803633689880371, 5.581336498260498, 5.2530975341796875, 6.4132795333862305, 2.5246071815490723]",4.257161,4.8817596,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
29,2679,187,12,Leave the knife at security,pg,1.0,94.0,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Leave the knife at security,2.889724,2.0332022,-0.17446436,2.0104141,2.696882,4.746895,6.1531534,5.549706,5.4386764,2.9002569,"[2.889724016189575, 2.0332021713256836, -0.1744643598794937, 2.0104141235351562, 2.6968820095062256, 4.746894836425781, 6.153153419494629, 5.549705982208252, 5.438676357269287, 2.900256872177124]",2.9717531,6.446885,1,"[ 2.8905883  2.031518  -0.3139243  1.8935539  2.5305128  4.678917
  6.04678    5.36881    5.520456   2.770543 ]",,let the security know before they search him
30,2680,191,12,"Declare the knife to security, to see if the knife can be stored safely",pg,1.0,88.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,"is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Declare the knife to security , to see if the knife can be stored safely",2.6400325,1.9969714,-0.9650329,2.0263705,2.802265,4.8551607,5.6755347,5.073614,6.0705824,2.683595,"[2.6400325298309326, 1.9969713687896729, -0.9650328755378723, 2.0263705253601074, 2.802264928817749, 4.855160713195801, 5.675534725189209, 5.073614120483398, 6.070582389831543, 2.6835949420928955]",4.1482897,5.3032517,1,"[ 2.4073102  2.3780303 -1.1882646  2.274386   3.0053866  4.778939
  5.6251025  5.255804   6.2618203  2.6505475]",,let the security know before they search him
31,2681,193,12,tell security there is a knife in his bag,pg,1.0,90.3333333333333,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : tell security there is a knife in bag,2.574414,2.448798,-1.4092398,2.7344167,3.8553257,5.2944846,5.3935323,5.327711,6.312446,3.0063372,"[2.574414014816284, 2.4487979412078857, -1.4092397689819336, 2.7344167232513428, 3.855325698852539, 5.294484615325928, 5.3935322761535645, 5.32771110534668, 6.312446117401123, 3.0063371658325195]",4.1888733,3.9091978,1,"[ 2.5461082  2.5694704 -1.3698428  2.7928452  3.7458696  5.177836
  5.406934   5.2910075  6.363941   2.959103 ]",,let the security know before they search him
32,2682,194,12,He could show it to the security,pg,1.0,86.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : show to the security,2.6698635,3.044864,-0.18399492,2.581278,3.5676816,4.768772,6.089435,6.0551586,5.4478254,3.0917103,"[2.66986346244812, 3.0448639392852783, -0.18399491906166077, 2.581278085708618, 3.5676815509796143, 4.768772125244141, 6.08943510055542, 6.055158615112305, 5.4478254318237305, 3.091710329055786]",1.4301014,5.269778,-1,"[ 2.3186803   2.8592753  -0.15640122  2.429112    3.2812595   4.4476295
  6.272795    6.144519    5.5936737   2.9484918 ]",,let them know about the mix up
33,2683,197,12,Carl could tell the airport staff,pg,1.0,100.0,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : tell the airport staff,2.7333121,2.761722,-1.5591931,2.964179,3.988994,5.058407,5.227759,5.1720495,6.4212036,3.13225,"[2.7333121299743652, 2.7617220878601074, -1.5591931343078613, 2.964179039001465, 3.9889938831329346, 5.058406829833984, 5.227758884429932, 5.172049522399902, 6.42120361328125, 3.1322500705718994]",3.7219803,3.2934642,1,"[ 2.9182034  2.8744428 -1.2976378  2.9497654  3.95611    4.985858
  5.3400335  5.2579894  6.17191    3.2907588]",,let the security know before they search him
34,2684,199,12,Take the knife out of the bag.,pg,1.0,71.6666666666667,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Take the knife out of the bag .,3.2061727,2.4663496,0.9573139,2.221258,3.1600332,4.8193936,6.653654,6.339357,4.481744,3.2945766,"[3.2061727046966553, 2.4663496017456055, 0.9573138952255249, 2.2212579250335693, 3.1600332260131836, 4.819393634796143, 6.653654098510742, 6.339356899261475, 4.481743812561035, 3.294576644897461]",0.9278512,7.4125295,0,"[3.1083376 2.6358156 0.6102959 2.2031944 3.0370624 4.722591  6.4924016
 6.1804028 4.7090626 3.1327162]",,tell truth
