,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
10,410,10,5,call my mom and tell teacher about it.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : call mom and tell teacher about .,2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",12.9501295,8.952243,-5.541419,7.9995217,8.946799,3.5080326,3.0315518,13.395402,9.780173,8.466657,"[12.950129508972168, 8.952242851257324, -5.54141902923584, 7.999521732330322, 8.946799278259277, 3.5080325603485107, 3.0315518379211426, 13.395401954650879, 9.780173301696777, 8.466656684875488]",0.33967544846492415,16.361269,11.113964,explain the situation to the teacher and ask to call mother to bring the homework to school
11,411,11,5,tell my teacher the truth and turn in my homework tomorrow,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell teacher the truth and turn in homework tomorrow,5,"[11.346433   8.3625965 -4.9896827  7.352397   9.036807   4.36222
  2.6131668 12.510669  10.311292   8.176983 ]",11.562178,8.533447,-4.8502417,7.5284266,9.018629,4.1447883,2.3924496,12.548125,10.559838,7.96303,"[11.562177658081055, 8.533447265625, -4.850241661071777, 7.528426647186279, 9.01862907409668, 4.1447882652282715, 2.3924496173858643, 12.548125267028809, 10.55983829498291, 7.963029861450195]",0.5757112209555572,16.188112,9.73588,will lie to the teacher to not get in trouble .
12,412,12,5,Call Mom and ask her to bring the assignment.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Call Mom and ask to bring the assignment .,4,"[12.692177   7.878812  -6.3401446  6.7708673  9.76563    2.8382025
  3.8678913 13.008707   9.17146    9.26594  ]",12.637406,8.035843,-6.3747506,6.7772236,9.791368,2.938683,4.0719905,13.186905,9.076412,9.313155,"[12.637406349182129, 8.035842895507812, -6.37475061416626, 6.777223587036133, 9.791367530822754, 2.938683032989502, 4.071990489959717, 13.186904907226562, 9.076412200927734, 9.313155174255371]",0.3526041308805978,19.415989,12.7046175,call mom to bring the assignment to school
13,413,13,5,tell the teacher what happened and call my mom to bring it ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell the teacher what happened and call mom to bring,6,"[13.377855   9.460932  -5.152735   8.390671   8.590652   3.4943686
  2.3931391 13.34305   10.334571   7.7474413]",13.375928,9.277638,-5.3936353,8.143836,8.71546,3.414886,2.7519138,13.407134,10.114026,8.021983,"[13.375927925109863, 9.27763843536377, -5.393635272979736, 8.14383602142334, 8.715459823608398, 3.414885997772217, 2.7519137859344482, 13.407134056091309, 10.114026069641113, 8.02198314666748]",0.6567297863106876,15.73946,10.619888,tell the teacher the situation
14,414,14,5,Explain the situation to my teacher and ask to turn it in tomorrow,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Explain the situation to teacher and ask to turn in tomorrow,2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",13.075213,8.722517,-5.1535306,7.5197763,9.079089,3.5093434,3.5490308,13.251173,9.543821,8.398003,"[13.075213432312012, 8.722517013549805, -5.153530597686768, 7.519776344299316, 9.079089164733887, 3.509343385696411, 3.5490307807922363, 13.25117301940918, 9.543821334838867, 8.398002624511719]",0.611570008590969,17.231115,11.418523,explain the situation to the teacher and ask to call mother to bring the homework to school
15,415,15,5,"I would tell my teacher, and have my mom write a letter to my teacher. I would try to remember my answers to my assignment and try to put down as much information that I can remember.",decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,"is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell teacher , and have mom write a letter to teacher . try to remember answers to assignment and try to put down as much information that can remember .",2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",13.065326,9.075144,-5.3907666,8.152617,8.823328,3.5981505,3.0228038,13.451799,9.779053,8.386317,"[13.065325736999512, 9.075143814086914, -5.390766620635986, 8.152617454528809, 8.823328018188477, 3.5981504917144775, 3.022803783416748, 13.451799392700195, 9.779052734375, 8.386317253112793]",0.43287312298782255,16.134396,11.226377,explain the situation to the teacher and ask to call mother to bring the homework to school
16,416,16,5,tell the teacher to call mom,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell the teacher to call mom,2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",12.958776,8.818845,-5.7058153,7.7724767,9.122178,3.280554,3.084269,13.387135,9.823058,8.52176,"[12.958776473999023, 8.81884479522705, -5.705815315246582, 7.772476673126221, 9.122178077697754, 3.2805540561676025, 3.0842690467834473, 13.387134552001953, 9.823058128356934, 8.521759986877441]",0.5716494923751267,16.719574,11.08088,explain the situation to the teacher and ask to call mother to bring the homework to school
17,417,17,5,explain to the teacher what happened ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : explain to the teacher what happened,7,"[12.727346   9.163874  -5.49386    8.490423   8.571429   4.340107
  3.6508567 13.686178   9.136482   8.915009 ]",12.821532,9.303262,-5.428878,8.6335335,8.51274,4.3352847,3.4690278,13.810461,9.370361,8.7549925,"[12.821532249450684, 9.303261756896973, -5.428877830505371, 8.633533477783203, 8.512740135192871, 4.33528470993042, 3.4690277576446533, 13.810461044311523, 9.370361328125, 8.754992485046387]",0.43044563653407647,15.664334,12.41398,Explain the situation to the teacher
18,418,18,5,Contact my mother to see if she can bring the homework assignment or ask for a pass to go home to get it and bring it back.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Contact mother to see if can bring the homework assignment or ask for a pass to go home to get and bring back .,4,"[12.692177   7.878812  -6.3401446  6.7708673  9.76563    2.8382025
  3.8678913 13.008707   9.17146    9.26594  ]",12.951244,8.135528,-6.0861154,6.958907,9.670411,2.7208624,3.8596537,13.215871,9.289502,9.013495,"[12.951244354248047, 8.135527610778809, -6.08611536026001, 6.958907127380371, 9.670411109924316, 2.72086238861084, 3.8596537113189697, 13.21587085723877, 9.289502143859863, 9.013495445251465]",0.6135069838630068,18.999605,11.948338,call mom to bring the assignment to school
19,419,19,5,I would explain what happened to my teacher. ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : explain what happened to teacher .,7,"[12.727346   9.163874  -5.49386    8.490423   8.571429   4.340107
  3.6508567 13.686178   9.136482   8.915009 ]",12.769946,9.267744,-5.5214796,8.787461,8.412281,4.6694245,3.7236156,13.913173,9.111348,8.962974,"[12.769946098327637, 9.267744064331055, -5.521479606628418, 8.787461280822754, 8.412281036376953, 4.669424533843994, 3.7236156463623047, 13.913172721862793, 9.111348152160645, 8.962973594665527]",0.5432579683050831,15.484808,13.157122,Explain the situation to the teacher
20,420,20,5,I have tell the information for my teacher and excuse for one day,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : have tell the information for teacher and excuse for one day,12,"[12.783294   8.307647  -5.680399   7.2312675  9.350132   3.3378043
  3.63389   13.066942   9.328015   8.765909 ]",12.243955,8.47168,-5.762002,7.583478,9.039121,3.993982,3.2961645,13.003315,9.472875,8.816677,"[12.2439546585083, 8.4716796875, -5.762001991271973, 7.583477973937988, 9.0391206741333, 3.9939820766448975, 3.2961645126342773, 13.003314971923828, 9.472874641418457, 8.81667709350586]",1.0571047740502597,17.060776,12.345378,Offer the teacher to bring in the evening
21,421,21,5,I would call my mom and ask her to bring it to the school. If she weren't I would see if there was some way the teacher could talk to my mother on the phone and get an explanation. I would make sure the teacher knew up front why I didn't have the work. ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : call mom and ask to bring to the school . If were n't see if there was some way the teacher talk to mother on the phone and get an explanation . make sure the teacher knew up front why did n't have the work .,2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",13.103814,9.061071,-5.4288597,8.133432,8.8030405,3.651857,3.2164395,13.522511,9.663761,8.492356,"[13.103814125061035, 9.061071395874023, -5.428859710693359, 8.133432388305664, 8.803040504455566, 3.6518568992614746, 3.2164394855499268, 13.522510528564453, 9.663761138916016, 8.492356300354004]",0.37609210132648674,16.275122,11.447445,explain the situation to the teacher and ask to call mother to bring the homework to school
22,422,22,5,Im in elementary school so probably make up a story about some gang members that demanded my homework and I had to beat them all up and during the melee I lost it.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Im in elementary school so probably make up a story about some gang members that demanded homework and had to beat all up and during the melee lost .,13,"[11.804651   7.9424934 -6.2021704  7.3725286  9.496724   3.8684497
  4.034539  13.0216675  8.640574   9.649364 ]",11.529277,7.950078,-5.9940224,7.335224,9.382341,4.0432715,3.7453303,12.84508,8.934997,9.445689,"[11.529276847839355, 7.950078010559082, -5.994022369384766, 7.335224151611328, 9.382341384887695, 4.043271541595459, 3.745330333709717, 12.845080375671387, 8.934996604919434, 9.44568920135498]",0.6381572687670158,18.613125,13.943331,Go home and pick up the assignment .
23,423,23,5,talk to the teacher about the misunderstanding and see if she would call my mom for me,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : talk to the teacher about the misunderstanding and see if call mom for,2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",13.009027,8.9969015,-5.3362613,8.146902,8.84063,3.6968358,3.2917237,13.466845,9.499068,8.577131,"[13.009026527404785, 8.996901512145996, -5.33626127243042, 8.146902084350586, 8.840629577636719, 3.69683575630188, 3.2917237281799316, 13.46684455871582, 9.499068260192871, 8.577131271362305]",0.39160677907371155,16.228159,11.731144,explain the situation to the teacher and ask to call mother to bring the homework to school
24,424,24,5,Explain the situation to the teacher and suggest she call my mom to check my story.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Explain the situation to the teacher and suggest call mom to check story .,2,"[13.004956   8.910637  -5.3761754  7.8856173  8.928731   3.5947113
  3.2540739 13.375226   9.670879   8.441069 ]",12.960529,9.129119,-5.4437246,8.252414,8.732344,3.878589,3.2940755,13.60079,9.595623,8.584539,"[12.960529327392578, 9.129118919372559, -5.443724632263184, 8.252413749694824, 8.732343673706055, 3.878588914871216, 3.2940754890441895, 13.600790023803711, 9.595623016357422, 8.584539413452148]",0.6218454816849993,16.057716,11.810799,explain the situation to the teacher and ask to call mother to bring the homework to school
25,425,25,5,Tell the teacher as soon as I arrived.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Tell the teacher as soon as arrived .,6,"[13.377855   9.460932  -5.152735   8.390671   8.590652   3.4943686
  2.3931391 13.34305   10.334571   7.7474413]",13.111494,9.185284,-5.20242,8.092012,8.80182,3.5239208,2.5532506,13.25628,10.222521,7.9089165,"[13.111494064331055, 9.185283660888672, -5.202420234680176, 8.092012405395508, 8.801819801330566, 3.523920774459839, 2.553250551223755, 13.256279945373535, 10.22252082824707, 7.908916473388672]",0.5965356263922604,15.541049,10.506314,tell the teacher the situation
26,426,26,5,I would explain what happened to my teacher and have her ask my mom to confirm the story.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : explain what happened to teacher and have ask mom to confirm the story .,7,"[12.727346   9.163874  -5.49386    8.490423   8.571429   4.340107
  3.6508567 13.686178   9.136482   8.915009 ]",12.940864,9.176792,-5.5687327,8.465633,8.57499,4.19064,3.451349,13.776978,9.5210705,8.735829,"[12.940863609313965, 9.17679214477539, -5.568732738494873, 8.465633392333984, 8.574990272521973, 4.190639972686768, 3.4513490200042725, 13.7769775390625, 9.52107048034668, 8.73582935333252]",0.5499010641002867,15.792995,12.282534,Explain the situation to the teacher
27,427,27,5,try to call my mom,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : try to call mom,11,"[11.69829    8.002291  -6.6156006  7.417496  10.351072   2.9331954
  3.9679167 13.640287   8.800091  10.019163 ]",11.674053,8.023552,-6.60153,7.4385386,10.37804,2.894534,3.9446433,13.675117,8.814703,10.011151,"[11.674053192138672, 8.023551940917969, -6.601530075073242, 7.438538551330566, 10.378040313720703, 2.894534111022949, 3.944643259048462, 13.675116539001465, 8.814702987670898, 10.011151313781738]",0.07703641419403871,20.477709,14.01786,try to call mom
28,428,28,5,tell the teacher the truth,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell the teacher the truth,5,"[11.346433   8.3625965 -4.9896827  7.352397   9.036807   4.36222
  2.6131668 12.510669  10.311292   8.176983 ]",11.457963,8.470583,-4.893125,7.4421067,9.044658,4.234902,2.450435,12.546235,10.493274,7.9992623,"[11.457962989807129, 8.470582962036133, -4.893125057220459, 7.4421067237854, 9.044657707214355, 4.2349019050598145, 2.450434923171997, 12.546235084533691, 10.493273735046387, 7.99926233291626]",0.38754543521406565,16.162905,9.59023,will lie to the teacher to not get in trouble .
