,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
10,410,11,5,call my mom and tell teacher about it.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : call mom and tell teacher about .,0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.452516,15.802271,1.8241907,14.617234,2.0781856,3.168741,1.4367169,4.1523194,5.3425817,4.3881803,"[12.452515602111816, 15.802270889282227, 1.8241907358169556, 14.617234230041504, 2.078185558319092, 3.16874098777771, 1.436716914176941, 4.152319431304932, 5.342581748962402, 4.388180255889893]",0.3444952323877351,20.169952,5.834753,call mom at school and have talk to the teacher
11,411,12,5,tell my teacher the truth and turn in my homework tomorrow,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell teacher the truth and turn in homework tomorrow,5,"[11.675963   14.610367    0.5594899  13.869352    2.9459412   4.05969
  0.88666344  4.0034847   5.324269    4.4889827 ]",11.684847,14.791862,0.8916243,13.944064,2.9667315,4.1589108,0.7464417,4.218531,5.2054567,4.698075,"[11.684846878051758, 14.791861534118652, 0.8916242718696594, 13.944064140319824, 2.966731548309326, 4.158910751342773, 0.7464417219161987, 4.218531131744385, 5.205456733703613, 4.698074817657471]",0.5319156450259279,16.836935,7.4079566,will lie to the teacher to not get in trouble .
12,412,13,5,Call Mom and ask her to bring the assignment.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Call Mom and ask to bring the assignment .,10,"[12.249166  15.671854   0.8332778 14.495457   1.6282178  1.7898086
  1.3621714  3.1631784  5.5070834  2.7109647]",12.307951,15.682411,0.9325435,14.583207,1.6577206,1.8395617,1.2879821,3.0770454,5.3942766,2.7321615,"[12.307950973510742, 15.682411193847656, 0.9325435161590576, 14.583207130432129, 1.6577205657958984, 1.8395617008209229, 1.2879821062088013, 3.077045440673828, 5.3942766189575195, 2.732161521911621]",0.22486530568260457,22.164022,8.251557,Call mom and have bring .
13,413,14,5,tell the teacher what happened and call my mom to bring it ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell the teacher what happened and call mom to bring,6,"[12.397329  15.822129   2.14027   14.605093   2.368815   3.6273456
  1.1749792  4.45268    5.178711   5.14933  ]",12.361456,15.95909,2.1012764,14.582828,2.2463481,3.3607833,1.2521338,4.2763186,5.102046,4.854313,"[12.361455917358398, 15.959090232849121, 2.101276397705078, 14.5828275680542, 2.2463481426239014, 3.360783338546753, 1.252133846282959, 4.276318550109863, 5.102046012878418, 4.854312896728516]",0.48793844040979034,20.183355,5.258991,Tell the teacher as soon as arrived .
14,414,15,5,Explain the situation to my teacher and ask to turn it in tomorrow,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Explain the situation to teacher and ask to turn in tomorrow,0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.020672,15.63055,1.8746316,14.41777,1.8990859,3.173302,1.5718983,4.1209493,5.091582,3.807307,"[12.020671844482422, 15.630550384521484, 1.874631643295288, 14.417770385742188, 1.8990858793258667, 3.173301935195923, 1.571898341178894, 4.1209492683410645, 5.09158182144165, 3.807307004928589]",0.5563762429589523,20.442999,6.5303607,call mom at school and have talk to the teacher
15,415,16,5,"I would tell my teacher, and have my mom write a letter to my teacher. I would try to remember my answers to my assignment and try to put down as much information that I can remember.",decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,"is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell teacher , and have mom write a letter to teacher . try to remember answers to assignment and try to put down as much information that can remember .",0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.5424185,15.793008,1.9295447,14.690843,2.0352871,3.2611797,1.546658,4.256456,5.428462,4.462211,"[12.542418479919434, 15.793007850646973, 1.9295446872711182, 14.690842628479004, 2.0352871417999268, 3.2611796855926514, 1.5466580390930176, 4.256455898284912, 5.428462028503418, 4.4622111320495605]",0.4517597722023677,19.813652,5.7893867,call mom at school and have talk to the teacher
16,416,17,5,tell the teacher to call mom,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell the teacher to call mom,0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.325586,15.803605,1.6434966,14.521952,2.0595212,2.9566135,1.3014078,3.9935699,5.338088,4.2273006,"[12.325586318969727, 15.803605079650879, 1.6434966325759888, 14.521951675415039, 2.059521198272705, 2.956613540649414, 1.301407814025879, 3.993569850921631, 5.338088035583496, 4.227300643920898]",0.5031609431437515,20.434723,5.9170885,call mom at school and have talk to the teacher
17,417,18,5,explain to the teacher what happened ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : explain to the teacher what happened,8,"[12.973617  15.599076   1.7487528 14.7548485  1.8526278  3.5168493
  2.6236207  4.153316   5.580006   3.88196  ]",12.916572,15.708848,1.9270023,14.715862,1.9533701,3.6782305,2.4872174,4.266521,5.418193,4.0969715,"[12.916571617126465, 15.708847999572754, 1.9270023107528687, 14.715862274169922, 1.9533700942993164, 3.6782305240631104, 2.487217426300049, 4.266520977020264, 5.4181928634643555, 4.09697151184082]",0.4343091460988249,18.959827,6.9497557,explain the situation to the teacher
18,418,19,5,Contact my mother to see if she can bring the homework assignment or ask for a pass to go home to get it and bring it back.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Contact mother to see if can bring the homework assignment or ask for a pass to go home to get and bring back .,15,"[12.047058  15.813345   1.0910282 14.366908   1.7696959  2.0305386
  1.221508   3.3385742  5.2507157  3.0796423]",12.122478,15.92384,1.3390051,14.398285,1.642424,1.9848187,1.1841224,3.4670115,5.2186694,3.1532707,"[12.122477531433105, 15.923839569091797, 1.3390051126480103, 14.398284912109375, 1.6424239873886108, 1.984818696975708, 1.1841224431991577, 3.4670114517211914, 5.218669414520264, 3.153270721435547]",0.3507200683319441,21.980967,6.9921737,Call mom and ask to bring to school
19,419,20,5,I would explain what happened to my teacher. ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : explain what happened to teacher .,8,"[12.973617  15.599076   1.7487528 14.7548485  1.8526278  3.5168493
  2.6236207  4.153316   5.580006   3.88196  ]",13.319836,15.478131,1.7606505,14.9340925,1.9886743,3.7898052,2.9935439,4.321285,5.7195163,4.0924544,"[13.319835662841797, 15.478131294250488, 1.7606505155563354, 14.93409252166748, 1.988674283027649, 3.7898051738739014, 2.993543863296509, 4.321284770965576, 5.719516277313232, 4.092454433441162]",0.6990039511834489,18.394558,7.3086295,explain the situation to the teacher
20,420,21,5,I have tell the information for my teacher and excuse for one day,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : have tell the information for teacher and excuse for one day,16,"[12.021765  15.580064   1.406945  14.327801   1.9143513  2.7878132
  1.5046442  3.7556226  5.246872   3.5468063]",12.332744,15.310878,0.8285339,14.284445,2.2189343,3.0441465,1.6883287,3.625996,5.5355377,3.7798629,"[12.332743644714355, 15.310877799987793, 0.8285338878631592, 14.284444808959961, 2.2189342975616455, 3.0441465377807617, 1.688328742980957, 3.6259961128234863, 5.5355377197265625, 3.779862880706787]",0.9231858034686434,19.894293,7.529514,Let the teacher know to see if can be turned in late otherwise call mom !
21,421,22,5,I would call my mom and ask her to bring it to the school. If she weren't I would see if there was some way the teacher could talk to my mother on the phone and get an explanation. I would make sure the teacher knew up front why I didn't have the work. ,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : call mom and ask to bring to the school . If were n't see if there was some way the teacher talk to mother on the phone and get an explanation . make sure the teacher knew up front why did n't have the work .,0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.537501,15.83869,1.9309297,14.6593895,1.9607995,3.2150195,1.7440587,4.1814094,5.3221073,4.1874948,"[12.537501335144043, 15.838689804077148, 1.9309296607971191, 14.65938949584961, 1.9607994556427002, 3.215019464492798, 1.7440587282180786, 4.1814093589782715, 5.322107315063477, 4.18749475479126]",0.3016101606897313,19.934002,6.251876,call mom at school and have talk to the teacher
22,422,23,5,Im in elementary school so probably make up a story about some gang members that demanded my homework and I had to beat them all up and during the melee I lost it.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Im in elementary school so probably make up a story about some gang members that demanded homework and had to beat all up and during the melee lost .,17,"[12.771769   15.223858    0.64685225 14.43715     1.9318148   2.6424553
  2.2760868   3.4323177   6.0249553   3.095095  ]",12.468155,14.8970585,0.14645483,14.267176,2.0958896,2.6460698,1.889491,3.332675,6.003334,3.1587112,"[12.468154907226562, 14.897058486938477, 0.1464548259973526, 14.267175674438477, 2.0958895683288574, 2.6460697650909424, 1.8894909620285034, 3.332674980163574, 6.003334045410156, 3.1587111949920654]",0.8179859955288346,19.863478,9.206545,find help from family
23,423,24,5,talk to the teacher about the misunderstanding and see if she would call my mom for me,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : talk to the teacher about the misunderstanding and see if call mom for,0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.48998,15.703339,1.9069772,14.657638,1.9025077,3.249367,1.7694901,4.2480006,5.420502,4.1332994,"[12.48997974395752, 15.703338623046875, 1.9069771766662598, 14.657637596130371, 1.9025076627731323, 3.2493669986724854, 1.769490122795105, 4.248000621795654, 5.420502185821533, 4.133299350738525]",0.32194716136346857,19.603998,6.440403,call mom at school and have talk to the teacher
24,424,25,5,Explain the situation to the teacher and suggest she call my mom to check my story.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Explain the situation to the teacher and suggest call mom to check story .,0,"[12.355957  15.721684   1.8421919 14.553199   2.0070157  3.227839
  1.61052    4.146266   5.2696276  4.155134 ]",12.630239,15.774617,1.9369907,14.70692,1.9411558,3.3264866,1.8654724,4.2561045,5.395469,4.215697,"[12.63023853302002, 15.774617195129395, 1.936990737915039, 14.70691967010498, 1.9411557912826538, 3.326486587524414, 1.865472435951233, 4.256104469299316, 5.3954691886901855, 4.215696811676025]",0.4704117188507924,19.534159,6.4408855,call mom at school and have talk to the teacher
25,425,26,5,Tell the teacher as soon as I arrived.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : Tell the teacher as soon as arrived .,6,"[12.397329  15.822129   2.14027   14.605093   2.368815   3.6273456
  1.1749792  4.45268    5.178711   5.14933  ]",12.364711,15.824888,2.1881142,14.598436,2.375054,3.6423051,1.1165663,4.4823194,5.152069,5.2164707,"[12.364710807800293, 15.824888229370117, 2.1881141662597656, 14.59843635559082, 2.375053882598877, 3.6423051357269287, 1.1165663003921509, 4.482319355010986, 5.152069091796875, 5.216470718383789]",0.1147861793835689,20.065435,5.011064,Tell the teacher as soon as arrived .
26,426,27,5,I would explain what happened to my teacher and have her ask my mom to confirm the story.,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : explain what happened to teacher and have ask mom to confirm the story .,8,"[12.973617  15.599076   1.7487528 14.7548485  1.8526278  3.5168493
  2.6236207  4.153316   5.580006   3.88196  ]",12.951704,15.728962,1.8883685,14.775244,1.9523798,3.5869052,2.4290292,4.259168,5.45264,4.1207757,"[12.951704025268555, 15.728961944580078, 1.8883684873580933, 14.775243759155273, 1.952379822731018, 3.5869052410125732, 2.4290292263031006, 4.2591681480407715, 5.452640056610107, 4.1207756996154785]",0.417663605729959,19.003433,6.9158626,explain the situation to the teacher
27,427,28,5,try to call my mom,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : try to call mom,12,"[12.737644   15.438706    0.48728225 14.875552    1.0719413   1.3649766
  1.2652152   3.4464564   6.208065    2.7026725 ]",12.7759285,15.432919,0.48785976,14.928805,0.9963109,1.2934588,1.2292529,3.450331,6.262216,2.7122855,"[12.775928497314453, 15.432918548583984, 0.4878597557544708, 14.928805351257324, 0.9963108897209167, 1.2934588193893433, 1.2292529344558716, 3.450330972671509, 6.262216091156006, 2.7122855186462402]",0.13965390757159712,22.844524,9.632398,"tell to call mom , so can turn in homework assignment ."
28,428,29,5,tell the teacher the truth,decision,,,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary’s mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,is about to go to final class of the day when remembers that there is a homework assignment that is due . ’ s mom accidentally took homework assignment out of backpack when was making room for lunch . Now has nothing to turn in for credit . : tell the teacher the truth,5,"[11.675963   14.610367    0.5594899  13.869352    2.9459412   4.05969
  0.88666344  4.0034847   5.324269    4.4889827 ]",11.638427,14.750218,0.8263743,13.929061,3.0203662,4.1926436,0.70576745,4.191303,5.217351,4.689722,"[11.638426780700684, 14.750218391418457, 0.8263742923736572, 13.929060935974121, 3.0203661918640137, 4.192643642425537, 0.7057674527168274, 4.19130277633667, 5.217350959777832, 4.689722061157227]",0.4885717007440429,16.786339,7.4604173,will lie to the teacher to not get in trouble .
